dt,Actual,Predicted
5/4/2015 19:15,0.34164,0.220616877
5/4/2015 19:30,0.33944,0.214829922
5/4/2015 19:45,0.33737,0.209187508
5/4/2015 20:00,0.33543,0.203691512
5/4/2015 20:15,0.33362,0.198230416
5/4/2015 20:30,0.33193,0.193006784
5/4/2015 20:45,0.33037,0.187983662
5/4/2015 21:00,0.32892,0.185511142
5/4/2015 21:15,0.32758,0.1830872
5/4/2015 21:30,0.32636,0.180695504
5/4/2015 21:45,0.32524,0.178340912
5/4/2015 22:00,0.32423,0.176041752
5/4/2015 22:15,0.32331,0.17375949
5/4/2015 22:30,0.3225,0.171460092
5/4/2015 22:45,0.32178,0.169144005
5/4/2015 23:00,0.32114,0.167523831
5/4/2015 23:15,0.3206,0.165982425
5/4/2015 23:30,0.32014,0.164520353
5/4/2015 23:45,0.31976,0.163137197
5/5/2015 0:00,0.31946,0.164201558
5/5/2015 0:15,0.31923,0.165360987
5/5/2015 0:30,0.31907,0.166615605
5/5/2015 0:45,0.31898,0.167965293
5/5/2015 1:00,0.31895,0.169834286
5/5/2015 1:15,0.31898,0.171687394
5/5/2015 1:30,0.31907,0.173524618
5/5/2015 1:45,0.31921,0.175394773
5/5/2015 2:00,0.3194,0.178064585
5/5/2015 2:15,0.31964,0.181236058
5/5/2015 2:30,0.31992,0.18448931
5/5/2015 2:45,0.32024,0.187824726
5/5/2015 3:00,0.3206,0.191667914
5/5/2015 3:15,0.32099,0.195603251
5/5/2015 3:30,0.32141,0.199604452
5/5/2015 3:45,0.32186,0.203701377
5/5/2015 4:00,0.32233,0.209315836
5/5/2015 4:15,0.32282,0.214932919
5/5/2015 4:30,0.32333,0.220630884
5/5/2015 4:45,0.32385,0.226411343
5/5/2015 5:00,0.32438,0.23258096
5/5/2015 5:15,0.32492,0.241557181
5/5/2015 5:30,0.32546,0.254347324
5/5/2015 5:45,0.326,0.267359942
5/5/2015 6:00,0.32654,0.275626749
5/5/2015 6:15,0.32707,0.283966482
5/5/2015 6:30,0.32761,0.292379081
5/5/2015 6:45,0.32815,0.300864547
5/5/2015 7:00,0.32869,0.310755193
5/5/2015 7:15,0.32922,0.320695132
5/5/2015 7:30,0.32976,0.330671608
5/5/2015 7:45,0.33029,0.340684623
5/5/2015 8:00,0.33082,0.349613726
5/5/2015 8:15,0.33135,0.358317077
5/5/2015 8:30,0.33188,0.36679557
5/5/2015 8:45,0.33241,0.375057548
5/5/2015 9:00,0.33294,0.381533533
5/5/2015 9:15,0.33347,0.387799829
5/5/2015 9:30,0.33399,0.393845767
5/5/2015 9:45,0.33451,0.399659336
5/5/2015 10:00,0.33504,0.40364188
5/5/2015 10:15,0.33556,0.407610297
5/5/2015 10:30,0.33607,0.411154866
5/5/2015 10:45,0.33659,0.414430588
5/5/2015 11:00,0.3371,0.417656034
5/5/2015 11:15,0.33762,0.420822561
5/5/2015 11:30,0.33813,0.423930347
5/5/2015 11:45,0.33863,0.426979423
5/5/2015 12:00,0.33914,0.427477986
5/5/2015 12:15,0.33964,0.427941471
5/5/2015 12:30,0.34014,0.428375602
5/5/2015 12:45,0.34064,0.428780347
5/5/2015 13:00,0.34114,0.428507
5/5/2015 13:15,0.34163,0.428254038
5/5/2015 13:30,0.34212,0.42800054
5/5/2015 13:45,0.34261,0.42771858
5/5/2015 14:00,0.34309,0.427350819
5/5/2015 14:15,0.34357,0.426843911
5/5/2015 14:30,0.34405,0.426219642
5/5/2015 14:45,0.34453,0.42548126
5/5/2015 15:00,0.345,0.419624299
5/5/2015 15:15,0.34547,0.413559526
5/5/2015 15:30,0.34593,0.406802118
5/5/2015 15:45,0.3464,0.399241358
5/5/2015 16:00,0.34686,0.390134007
5/5/2015 16:15,0.34731,0.380934834
5/5/2015 16:30,0.34776,0.371710986
5/5/2015 16:45,0.34821,0.362466455
5/5/2015 17:00,0.34866,0.351883978
5/5/2015 17:15,0.3491,0.341123432
5/5/2015 17:30,0.34953,0.330209583
5/5/2015 17:45,0.34997,0.319117576
5/5/2015 18:00,0.35039,0.309227765
5/5/2015 18:15,0.35082,0.299124241
5/5/2015 18:30,0.35124,0.288806975
5/5/2015 18:45,0.35166,0.278214902
5/5/2015 19:00,0.35207,0.267666459
5/5/2015 19:15,0.35247,0.257118016
5/5/2015 19:30,0.35288,0.246568978
5/5/2015 19:45,0.35328,0.237717748
5/5/2015 20:00,0.35367,0.232593298
5/5/2015 20:15,0.35406,0.227716625
5/5/2015 20:30,0.35444,0.222901851
5/5/2015 20:45,0.35482,0.218144655
